Date,Avg Price (All),S&P Close,USD FX Index,DOW DJI Close,Emerging Market ETF
2/6/2019,62.84035714,2731.61,96.42,25390.3,38.66
2/5/2019,62.31821429,2737.7,96.1,25411.52,39.13
2/4/2019,62.66892857,2724.87,95.85,25239.37,38.69
1/31/2019,62.465,2704.1,95.58,24999.67,38.89
1/30/2019,62.55142857,2681.05,95.34,25014.86,38.48
1/29/2019,61.615,2640,95.82,24579.96,37.81
1/28/2019,59.94107143,2643.85,95.75,24528.22,37.77
1/25/2019,61.735,2664.76,95.79,24737.2,38.17
1/24/2019,61.33678571,2642.33,96.6,24553.24,37.79
1/23/2019,61.25607143,2638.7,96.12,24575.62,37.48
1/22/2019,61.2475,2632.9,96.3,24404.48,37.12
1/21/2019,62.64428571,#N/A,#N/A,#N/A,#N/A
1/18/2019,62.48214286,2670.71,96.34,24706.35,37.75
1/17/2019,60.63214286,2635.96,96.07,24370.1,37.55
1/16/2019,60.77464286,2616.1,96.06,24207.16,37.38
1/15/2019,59.56107143,2610.3,95.97,24065.59,37.01
1/14/2019,59.85535714,2582.61,95.59,23909.84,36.77
1/11/2019,60.30892857,2596.26,95.67,23995.95,37.03
1/10/2019,61.10857143,2596.64,95.54,24001.92,37.26
1/9/2019,60.32071429,2584.96,95.22,23879.12,36.99
1/8/2019,57.69928571,2574.41,95.9,23787.45,36.45
1/7/2019,57.78928571,2549.69,95.71,23531.35,36.25
1/4/2019,56.34107143,2531.94,96.19,23433.16,36.18
1/3/2019,54.20892857,2447.89,96.31,22686.22,35.07
1/2/2019,54.95785714,2510.03,96.82,23346.24,35.63
12/28/2018,51.39142857,2485.74,96.39,23062.4,35.53
12/27/2018,52.8225,2488.83,96.48,23138.82,35.28
12/21/2018,52.39857143,2416.62,96.96,22445.37,35.01
12/20/2018,54.27678571,2467.42,96.28,22859.6,35.3
12/19/2018,56.97071429,2506.96,97.04,23323.66,35.03
12/18/2018,56.465,2546.16,97.14,23675.64,35.62
12/17/2018,59.07357143,2545.94,97.1,23592.98,35.4
12/14/2018,59.86785714,2599.95,97.44,24100.51,35.79
12/13/2018,60.02785714,2650.54,97.06,24597.38,36.24
12/12/2018,60.78714286,2651.07,97.04,24527.27,36.19
12/11/2018,60.33535714,2636.78,97.39,24370.24,35.65
12/10/2018,60.55071429,2637.72,97.22,24423.26,35.29
12/7/2018,62.27285714,2633.08,96.51,24388.95,35.71
12/6/2018,58.00464286,2695.95,96.81,24947.67,36.44
12/5/2018,61.71535714,#N/A,#N/A,#N/A,#N/A
12/4/2018,61.53642857,2700.06,96.97,25027.07,36.73
12/3/2018,60.85428571,2790.37,97.04,25826.43,37.43
11/30/2018,58.13035714,2760.17,97.27,25538.46,36.7
11/29/2018,59.41964286,2737.8,96.78,25338.84,36.74
11/28/2018,59.26285714,2743.79,96.79,25366.43,36.99
11/27/2018,60.31285714,2682.17,97.37,24748.73,36.19
11/26/2018,60.58035714,2673.45,97.07,24640.24,35.93
11/23/2018,58.67285714,2632.56,-,24285.95,35.68
11/22/2018,62.48642857,#N/A,#N/A,#N/A,#N/A
11/21/2018,62.93607143,2649.93,96.71,24464.69,36.06
11/20/2018,63.43035714,2641.89,96.81,24465.64,35.39
11/19/2018,65.72285714,2690.73,96.19,25017.44,36.15
11/16/2018,66.80892857,2736.27,96.47,25413.22,36.6
11/15/2018,66.75678571,2730.2,96.93,25289.27,36.47
11/14/2018,65.94071429,2701.58,96.8,25080.5,35.77
11/13/2018,66.30285714,2722.18,97.3,25286.49,35.49
11/12/2018,70.265,2726.22,97.54,25387.18,35.08
11/9/2018,69.30428571,2781.01,96.91,25989.3,35.55
11/8/2018,70.83035714,2806.83,96.64,26191.22,36.17
11/7/2018,71.24928571,2813.89,96,26180.3,37.06
11/6/2018,71.36821429,2755.45,96.32,25635.01,36.42
11/5/2018,73.38642857,2738.31,96.35,25461.7,36.56
11/2/2018,72.53178571,2723.06,#N/A,25270.83,36.39
11/1/2018,72.71071429,2740.37,96.54,25380.74,36.26
10/31/2018,76.22714286,2711.74,96.28,25115.76,35
10/30/2018,76.44642857,2682.63,97.13,24874.64,34.61
10/29/2018,77.84821429,2641.25,97.01,24442.92,33.91
10/26/2018,77.57821429,2658.69,#N/A,24688.31,34.59
10/24/2018,77.39964286,2656.1,96.68,24583.42,34.21
10/23/2018,77.8725,2740.69,96.43,25191.43,35.23
10/22/2018,80.0725,2755.88,95.96,25317.41,35.59
10/19/2018,80.43142857,2767.78,#N/A,25444.34,35.22
10/18/2018,80.03035714,2768.78,95.71,25379.45,34.89
10/17/2018,80.4125,2809.21,95.9,25706.68,35.83
10/16/2018,81.19678571,2809.92,95.58,25798.42,36.26
10/15/2018,81.26571429,2750.79,95.05,25250.55,35.45
10/12/2018,81.27964286,2767.13,#N/A,25339.99,35.8
10/11/2018,81.625,2728.37,95.22,25052.83,34.91
10/10/2018,84.28321429,2785.68,95.02,25598.74,35.23
10/9/2018,85.57714286,2880.34,95.51,26430.57,36.23
10/8/2018,84.35214286,2884.43,95.68,26486.78,36.33
10/5/2018,85.60678571,2885.57,#N/A,26447.05,36.26
10/4/2018,86.48071429,2901.61,95.62,26627.48,36.43
10/3/2018,85.96035714,2925.51,95.75,26828.39,37.28
10/2/2018,86.11678571,2923.43,95.76,26773.94,37.59
10/1/2018,84.98642857,2924.59,95.51,26651.21,38
9/28/2018,83.83821429,2913.98,#N/A,26458.31,37.91
9/27/2018,82.03178571,2914,95.19,26439.93,38.15
9/26/2018,81.90035714,2905.97,95,26385.28,38.04
9/25/2018,82.54464286,2915.56,94.19,26492.21,37.97
9/24/2018,81.14642857,2919.37,94.13,26562.05,37.73
9/21/2018,79.31535714,2929.67,#N/A,26743.5,38.2
9/20/2018,79.31142857,2930.75,94.22,26656.98,38.05
9/19/2018,79.70785714,2907.95,93.91,26405.76,37.74
9/18/2018,79.6075,2904.31,94.55,26246.96,37.24
9/17/2018,79.00071429,2888.8,94.62,26062.12,36.94
9/14/2018,78.74357143,2904.98,#N/A,26154.67,37.24
9/13/2018,78.735,2904.18,94.98,26145.99,37.28
9/12/2018,80.12607143,2888.92,94.54,25998.92,36.81
9/11/2018,79.05,2887.89,94.8,25971.06,36.59
9/10/2018,77.92964286,2877.13,95.06,25857.07,36.54
9/7/2018,76.95107143,2871.68,#N/A,25916.54,36.98
9/6/2018,76.91821429,2878.05,95.37,25995.87,37.14
9/5/2018,77.885,2888.6,95.02,25974.99,37.16
9/4/2018,78.38142857,2896.72,95.13,25952.48,37.56
9/3/2018,78.45107143,#N/A,95.42,#N/A,#N/A
8/31/2018,78.13678571,2901.52,#N/A,25964.82,38.42
8/30/2018,77.82142857,2901.13,95.14,25986.92,38.17
8/29/2018,76.905,2914.04,94.72,26124.57,39.21
8/28/2018,77.05571429,2897.52,94.6,26064.02,38.99
8/24/2018,76.4425,2874.69,#N/A,25790.35,38.55
8/23/2018,75.26821429,2856.98,95.15,25656.98,37.98
8/22/2018,74.75035714,2861.82,95.62,25733.6,38.59
8/21/2018,73.2325,2862.96,95.15,25822.29,38.36
8/20/2018,72.86571429,2857.05,95.26,25758.69,37.95
8/17/2018,72.73678571,2850.13,#N/A,25669.32,37.78
8/16/2018,72.09035714,2840.69,96.1,25558.73,37.46
8/15/2018,71.28642857,2818.37,96.65,25162.41,37.2
8/14/2018,73.18178571,2839.96,96.7,25299.92,38.32
8/13/2018,73.09285714,2821.93,96.73,25187.7,38.09
8/10/2018,73.37607143,2833.28,#N/A,25313.14,38.72
8/9/2018,72.8825,2853.58,96.36,25509.23,39.5
8/8/2018,72.77178571,2857.7,95.5,25583.75,39.56
8/7/2018,74.64107143,2858.45,95.1,25628.91,39.65
8/6/2018,74.52678571,2850.4,95.22,25502.18,39.29
8/3/2018,74.09857143,2840.35,#N/A,25462.58,39.59
8/2/2018,74.23678571,2827.22,95.14,25326.16,39.35
8/1/2018,73.65035714,2813.36,95.17,25333.82,39.8
7/31/2018,75.35071429,2816.29,94.62,25415.19,40.11
7/30/2018,75.9,2802.6,94.49,25306.83,39.92
7/27/2018,75.75107143,2818.82,#N/A,25451.06,39.98
7/26/2018,75.57178571,2837.44,94.68,25527.07,39.92
7/25/2018,74.98142857,2846.07,94.75,25414.1,40.32
7/24/2018,74.76642857,2820.4,94.36,25241.94,39.68
7/23/2018,74.76535714,2806.98,94.61,25044.29,39.1
7/20/2018,73.71357143,2801.83,#N/A,25058.12,39.22
7/19/2018,73.875,2804.49,94.46,25064.5,38.72
7/18/2018,72.6,2815.62,95.17,25199.29,39.16
7/17/2018,72.77071429,2809.55,95.08,25119.89,39.2
7/16/2018,73.14357143,2798.43,94.97,25064.36,38.9
7/13/2018,75.7425,2801.31,#N/A,25019.41,39.12
7/12/2018,73.88892857,2798.29,94.75,24924.89,39.09
7/11/2018,76.535,2774.02,94.81,24700.45,38.55
7/10/2018,78.63214286,2793.84,94.72,24919.66,39.28
7/9/2018,77.91928571,2784.17,94.11,24776.59,39.32
7/6/2018,76.97642857,2759.82,#N/A,24456.48,38.62
7/5/2018,78.01607143,2736.61,94.04,24356.74,38.15
7/4/2018,78.08392857,#N/A,94.47,#N/A,#N/A
7/3/2018,77.05607143,2713.22,-,24174.82,38.19
7/2/2018,77.71321429,2726.71,#N/A,24307.18,38.15
6/29/2018,78.88571429,2718.37,#N/A,24271.41,38.57
6/28/2018,77.18642857,2716.31,94.63,24216.05,37.95
6/27/2018,77.51107143,2699.63,95.39,24117.59,37.59
6/26/2018,75.22357143,2723.06,95.29,24283.11,38.44
6/25/2018,74.5825,2717.07,94.68,24252.8,38.6
6/22/2018,74.87142857,2754.88,#N/A,24580.89,39.11
6/21/2018,74.08642857,2749.76,94.52,24461.7,38.79
6/20/2018,75.23321429,2767.32,94.87,24657.8,39.35
6/19/2018,74.93142857,2762.59,95.06,24700.21,39.22
6/18/2018,74.88964286,2773.75,95.09,24987.47,39.67
6/15/2018,73.74785714,2779.66,#N/A,25090.48,40.14
6/14/2018,75.99357143,2782.49,94.79,25175.31,40.36
6/13/2018,76.13071429,2775.63,94.77,25201.2,40.57
6/12/2018,76.16392857,2786.85,93.71,25320.73,40.87
6/11/2018,76.28357143,2782,93.8,25322.31,40.9
