Date,Avg Price (All),S&P Close,USD FX Index,DOW DJI Close,Emerging Market ETF
6/8/2018,76.26321429,2779.03,#N/A,25316.53,40.95
6/7/2018,76.74142857,2770.37,93.55,25241.41,40.98
6/6/2018,75.08357143,2772.35,93.4,25146.39,41.62
6/5/2018,74.67785714,2748.8,93.66,24799.98,41.03
6/4/2018,75.18428571,2746.87,93.89,24813.69,41.39
6/1/2018,76.16535714,2734.62,#N/A,24635.21,40.96
5/31/2018,77.525,2705.27,94.19,24415.84,40.51
5/30/2018,76.93357143,2724.01,93.99,24667.78,40.46
5/29/2018,75.41857143,2689.86,94.15,24361.45,40.11
5/25/2018,76.74535714,2721.33,#N/A,24753.09,41.02
5/24/2018,79,2727.76,94.19,24811.76,40.92
5/23/2018,78.81214286,2733.29,93.78,24886.81,41.06
5/22/2018,80.04107143,2724.44,94.01,24834.41,41.25
5/21/2018,78.80178571,2733.01,93.61,25013.29,41.08
5/18/2018,78.80571429,2712.97,#N/A,24715.09,40.82
5/17/2018,80.09821429,2720.13,93.64,24713.98,41.2
5/16/2018,78.27571429,2722.46,93.47,24768.93,41.78
5/15/2018,78.72928571,2711.45,93.39,24706.41,41.2
5/14/2018,78.18571429,2730.13,93.22,24899.41,42
5/11/2018,77.49178571,2727.72,#N/A,24831.17,41.87
5/10/2018,77.4,2723.07,92.54,24739.53,42.02
5/9/2018,77.47035714,2697.79,92.65,24542.54,41.2
5/8/2018,74.94464286,2671.92,93.04,24360.21,41.15
5/4/2018,75.23821429,2663.42,#N/A,24262.51,41.05
5/3/2018,74.41714286,2629.73,92.57,23930.15,40.85
5/2/2018,74.07464286,2635.67,92.41,23924.98,40.97
5/1/2018,75.14714286,2654.8,92.51,24099.05,41.25
4/30/2018,75.86464286,2648.05,92.45,24163.15,41.48
4/27/2018,75.36035714,2669.91,#N/A,24311.19,41.76
4/26/2018,75.58642857,2666.94,91.54,24322.34,41.55
4/25/2018,74.92607143,2639.4,91.56,24083.83,41.12
4/24/2018,76.01035714,2634.56,91.17,24024.13,41.43
4/23/2018,75.25964286,2670.29,90.77,24448.69,41.62
4/20/2018,75.0075,2670.14,#N/A,24462.94,41.9
4/19/2018,75.99928571,2693.13,90.32,24664.89,42.4
4/18/2018,74.68392857,2708.64,89.94,24748.07,42.63
4/17/2018,73.38642857,2706.39,89.62,24786.63,42.34
4/13/2018,74.41607143,2656.3,#N/A,24360.14,42.26
4/12/2018,73.40714286,2663.99,89.8,24483.05,42.71
4/11/2018,74.35964286,2642.19,89.75,24189.45,42.72
4/10/2018,72.63928571,2656.87,89.57,24408,42.66
4/9/2018,70.71428571,2613.16,89.59,23979.1,41.88
4/6/2018,69.63214286,2604.47,#N/A,23932.76,41.92
4/5/2018,70.28392857,2662.84,90.11,24505.22,42.67
4/4/2018,69.85678571,2644.69,90.46,24264.3,42.58
4/3/2018,70.14964286,2614.45,90.14,24033.36,42.44
3/29/2018,70.2925,2640.87,#N/A,24103.11,42.66
3/28/2018,71.015,2605,90.15,23848.42,41.9
3/27/2018,71.43464286,2612.62,90.06,23857.71,42.19
3/26/2018,71.39035714,2658.55,89.37,24202.6,42.83
3/23/2018,71.61571429,2588.26,#N/A,23533.2,41.57
3/22/2018,70.96214286,2643.69,89.44,23957.89,42.19
3/21/2018,71.07607143,2711.93,89.86,24682.31,43.57
3/20/2018,69.26035714,2716.94,89.78,24727.27,43.33
3/19/2018,68.35071429,2712.92,90.37,24610.91,42.96
3/16/2018,68.03535714,2752.01,#N/A,24946.51,43.37
3/15/2018,67.255,2747.33,90.23,24873.66,43.5
3/14/2018,66.94392857,2749.48,90.14,24758.12,43.68
3/13/2018,67.05964286,2765.31,89.7,25007.03,43.62
3/12/2018,67.32535714,2783.02,89.66,25178.61,44.05
3/9/2018,67.92142857,2786.57,90.09,25335.74,43.89
3/8/2018,66.77785714,2738.97,90.12,24895.21,43.12
3/7/2018,67.79035714,2726.8,89.64,24801.36,43.1
3/6/2018,67.9825,2728.12,89.62,24884.12,43.1
3/5/2018,68.13464286,2720.94,90.08,24874.76,42.98
3/2/2018,66.73678571,2691.25,89.94,24538.06,42.85
3/1/2018,66.62642857,2677.67,90.32,24608.98,42.74
2/28/2018,68.0225,2713.83,90.61,25029.2,42.75
2/27/2018,69.25142857,2744.28,90.36,25410.03,43.31
2/26/2018,69.85071429,2779.6,89.82,25709.27,44.51
2/23/2018,69.14214286,2747.3,89.88,25309.99,44.09
2/22/2018,68.68071429,2703.96,89.75,24962.48,43.39
2/21/2018,67.80357143,2701.33,90.08,24797.78,43.33
2/20/2018,67.55714286,2716.26,89.72,24964.75,43.39
2/19/2018,68.06321429,#N/A,#N/A,#N/A,#N/A
2/16/2018,67.42678571,2732.22,89.1,25219.38,43.78
2/15/2018,66.51107143,2731.2,88.59,25200.37,43.94
2/14/2018,65.93892857,2698.63,89.12,24893.49,43.13
2/13/2018,65.07142857,2662.94,89.7,24640.45,42.26
2/12/2018,65.80785714,2656,90.21,24601.27,41.94
2/9/2018,66.0875,2619.55,90.44,24190.9,41.36
2/8/2018,67.09428571,2581,90.23,23860.46,40.75
2/7/2018,68.39607143,2681.66,90.26,24893.35,42.15
2/6/2018,69.31964286,2695.14,89.59,24912.77,43.39
2/5/2018,70.45785714,2648.94,89.55,24345.75,42.33
2/2/2018,70.16892857,2762.13,89.2,25520.96,43.74
2/1/2018,70.99928571,2821.98,88.67,26186.71,44.75
1/31/2018,70.53571429,2823.81,89.13,26149.39,45.17
1/30/2018,70.44428571,2822.43,89.19,26076.89,44.9
1/29/2018,71.00107143,2853.53,89.31,26439.48,45.48
1/26/2018,72.09,2872.87,89.07,26616.71,46.2
1/25/2018,72.48678571,2839.25,89.39,26392.79,45.6
1/24/2018,71.89178571,2837.54,89.21,26252.12,45.76
1/23/2018,72.00214286,2839.13,90.12,26210.81,45.34
1/22/2018,71.60607143,2832.97,90.4,26214.6,45.18
1/19/2018,70.78678571,2810.3,90.57,26071.72,44.82
1/18/2018,71.56392857,2798.03,90.5,26017.81,44.4
1/17/2018,71.46357143,2802.56,90.54,26115.65,44.33
1/16/2018,71.53214286,2776.42,90.39,25792.86,43.71
1/12/2018,71.62714286,2786.24,90.97,25803.19,43.93
1/11/2018,72.32678571,2767.56,91.85,25574.73,43.47
1/9/2018,70.94714286,2751.29,92.53,25385.8,43.38
1/8/2018,70.4175,2747.71,92.33,25283,43.39
1/5/2018,70.32071429,2743.15,91.95,25295.87,43.38
1/4/2018,70.8775,2723.99,91.85,25075.13,43
1/3/2018,70.34821429,2713.06,92.16,24922.68,42.73
1/2/2018,69.15285714,2695.81,91.85,24824.01,42.33
12/29/2017,69.13071429,2673.61,92.12,24719.22,41.61
12/28/2017,68.79071429,2687.54,92.6,24837.51,41.41
12/27/2017,68.73857143,2682.62,93.03,24774.3,41.21
12/22/2017,67.18571429,2683.34,93.35,24754.06,41.17
12/21/2017,67.32857143,2684.57,93.28,24782.29,40.84
12/20/2017,67.24071429,2679.25,93.35,24726.65,40.44
12/19/2017,66.45928571,2681.47,93.47,24754.75,40.38
12/18/2017,66.65571429,2690.16,93.7,24792.2,40.49
12/15/2017,66.55892857,2675.81,93.93,24651.74,40.08
12/14/2017,66.43035714,2652.01,93.49,24508.66,39.97
12/13/2017,66.04071429,2662.85,93.43,24585.43,40.22
12/12/2017,67.20607143,2664.11,94.1,24504.8,39.79
12/11/2017,67.65785714,2659.99,93.87,24386.03,40.08
12/8/2017,66.60964286,2651.5,93.9,24329.16,39.82
12/7/2017,65.43428571,2636.98,93.8,24211.48,39.37
12/6/2017,65.03357143,2629.27,93.61,24140.91,39.31
12/5/2017,66.01821429,2629.57,93.38,24180.64,39.81
12/4/2017,66.05571429,2639.44,93.19,24290.05,39.87
12/1/2017,67.00535714,2642.22,92.9,24231.59,39.73
11/30/2017,65.98321429,2647.58,93.01,24272.35,40.12
11/29/2017,66.00428571,2626.07,93.26,23940.68,40.38
11/28/2017,66.38285714,2627.04,93.26,23836.71,40.95
11/27/2017,66.14535714,2601.42,92.9,23580.78,40.71
11/24/2017,66.395,2602.42,-,23557.99,41.13
11/22/2017,65.79107143,2597.08,93.22,23526.18,41.29
11/21/2017,65.345,2599.03,93.95,23590.83,41.15
11/20/2017,64.79678571,2582.14,94.08,23430.33,40.65
11/17/2017,65.28357143,2578.85,93.66,23358.24,40.47
11/16/2017,64.64678571,2585.64,93.93,23458.36,40.25
11/15/2017,64.76,2564.62,93.81,23271.28,39.55
11/13/2017,65.99571429,2584.84,94.49,23439.7,40.14
11/10/2017,66.78535714,2582.3,94.39,23422.21,40.22
11/9/2017,66.94071429,2584.62,94.44,23461.94,40.38
11/8/2017,66.54607143,2594.38,94.87,23563.36,40.53
11/7/2017,66.59678571,2590.64,94.91,23557.23,40.38
11/6/2017,66.59892857,2591.13,94.72,23548.42,40.64
11/3/2017,64.3725,2587.84,#N/A,23539.19,40.25
11/2/2017,63.66214286,2579.85,94.94,23516.26,40.48
11/1/2017,64.0025,2579.36,94.69,23435.01,40.36
10/31/2017,63.96785714,2575.26,94.82,23377.24,40.26
10/30/2017,63.50928571,2572.83,94.55,23348.74,40.03
10/27/2017,63.41964286,2581.07,#N/A,23434.19,40.36
10/26/2017,62.11964286,2560.4,94.92,23400.86,39.87
10/25/2017,61.66107143,2557.15,94.61,23329.46,40.08
10/24/2017,61.26892857,2569.13,93.71,23441.76,40.17
10/23/2017,61.05892857,2564.98,93.96,23273.96,40.06
10/20/2017,61.22142857,2575.21,#N/A,23328.63,40.42
10/19/2017,61.27392857,2562.1,93.7,23163.04,40.26
10/17/2017,61.26464286,2559.36,93.36,22997.44,40.52
10/16/2017,61.40178571,2557.64,93.49,22956.96,40.72
10/13/2017,60.77428571,2553.17,#N/A,22871.72,40.75
10/12/2017,59.81892857,2550.93,93.09,22841.01,40.39
10/11/2017,60.01678571,2555.24,93.12,22872.89,40.39
10/10/2017,60.48214286,2550.64,92.96,22830.68,40.28
10/9/2017,59.47535714,2544.73,93.29,22761.07,39.89
10/6/2017,59.32214286,2549.33,#N/A,22773.67,40.02
10/5/2017,61.06392857,2552.07,93.8,22775.39,40.18
10/4/2017,60.15178571,2537.74,93.96,22661.64,39.92
10/3/2017,60.26357143,2534.58,93.46,22641.67,39.88
10/2/2017,59.80928571,2529.12,93.57,22557.6,39.34
9/29/2017,60.77,2519.36,#N/A,22405.09,39.3
9/28/2017,61.55535714,2510.06,93.08,22381.2,38.91
9/27/2017,61.86035714,2507.04,93.09,22340.71,38.89
9/26/2017,62.19214286,2496.84,93.36,22284.32,39.1
9/25/2017,62.30714286,2496.66,92.97,22296.09,39.11
9/22/2017,60.92714286,2502.22,#N/A,22349.59,39.85
9/21/2017,60.54821429,2500.6,92.17,22359.23,40.1
9/20/2017,60.38464286,2508.24,92.26,22412.59,40.06
9/19/2017,59.56535714,2506.65,92.51,22370.8,40.18
9/18/2017,59.05928571,2503.87,91.79,22331.35,40.14
9/15/2017,59.96571429,2500.23,#N/A,22268.34,40.18
9/14/2017,60.10714286,2495.62,91.87,22203.48,39.91
9/13/2017,59.35107143,2498.37,92.12,22158.18,39.83
9/12/2017,58.69392857,2496.48,92.52,22118.86,40.09
9/11/2017,57.81107143,2488.11,91.91,22057.37,40.17
9/8/2017,58.3525,2461.43,#N/A,21797.79,39.7
9/7/2017,58.1375,2465.1,91.33,21784.78,39.96
9/6/2017,58.425,2465.54,91.53,21807.64,39.76
9/5/2017,57.65357143,2457.85,92.29,21753.31,39.48
9/4/2017,56.73928571,#N/A,92.31,#N/A,#N/A
9/1/2017,56.9325,2476.55,#N/A,21987.56,39.78
8/31/2017,56.74214286,2471.65,92.81,21948.1,39.5
8/30/2017,56.0325,2457.59,92.67,21892.43,39.36
8/29/2017,55.92107143,2446.3,92.88,21865.37,39.32
8/25/2017,56.27428571,2443.05,#N/A,21813.67,39.41
8/24/2017,56.2475,2438.97,92.74,21783.4,39.08
8/23/2017,56.30964286,2444.04,93.28,21812.09,38.99
8/22/2017,56.14285714,2452.51,93.15,21899.89,38.8
8/21/2017,55.95642857,2428.37,93.55,21703.75,38.46
8/18/2017,55.54714286,2425.55,#N/A,21674.51,38.37
8/17/2017,54.97892857,2430.01,93.43,21750.73,38.09
8/16/2017,55.14357143,2468.11,93.62,22024.87,38.58
8/15/2017,54.67,2464.61,93.49,21998.99,38.12
8/14/2017,55.89357143,2465.84,93.85,21993.71,38.14
8/11/2017,55.98071429,2441.32,#N/A,21858.32,37.81
8/10/2017,56.68607143,2438.21,93.07,21844.01,37.7
